job_id,user,partition,state,submit,start,end,elapsed,queuetime,alloccpus,cputime,cpueff,reqmem,maxrss,memeff,exitcode
105375,gw2965,nodes,COMPLETED,2026-08-05T14:22:49Z,2026-08-05T14:22:51Z,2026-08-05T14:22:52Z,1s,2.0s,6,2.3979s,39.9652%,0.0MB,0.0MB,0.0%,0
105376,gw2965,nodes,COMPLETED,2026-08-05T14:22:50Z,2026-08-05T14:22:51Z,2026-08-05T14:22:52Z,1s,1.0s,6,2.5032s,41.7194%,0.0MB,0.0MB,0.0%,0
105377,gw2965,nodes,COMPLETED,2026-08-05T14:22:51Z,2026-08-05T14:22:54Z,2026-08-05T14:22:55Z,1s,3.0s,6,2.5615s,42.6921%,0.0MB,0.0MB,0.0%,0
105378,gw2965,nodes,COMPLETED,2026-08-05T14:22:52Z,2026-08-05T14:22:54Z,2026-08-05T14:22:55Z,1s,2.0s,6,2.6041s,43.4013%,0.0MB,0.0MB,0.0%,0
105379,gw2965,nodes,COMPLETED,2026-08-05T14:22:53Z,2026-08-05T14:22:54Z,2026-08-05T14:22:55Z,1s,1.0s,6,2.5918s,43.197%,0.0MB,0.0MB,0.0%,0
105380,gw2965,nodes,COMPLETED,2026-08-05T14:22:54Z,2026-08-05T14:22:57Z,2026-08-05T14:22:58Z,1s,3.0s,6,2.5313s,42.1879%,0.0MB,0.0MB,0.0%,0
105381,gw2965,nodes,COMPLETED,2026-08-05T14:22:55Z,2026-08-05T14:22:57Z,2026-08-05T14:22:58Z,1s,2.0s,6,2.5298s,42.164%,0.0MB,0.0MB,0.0%,0
105382,gw2965,nodes,COMPLETED,2026-08-05T14:22:56Z,2026-08-05T14:22:57Z,2026-08-05T14:22:58Z,1s,1.0s,6,2.4146s,40.244%,0.0MB,0.0MB,0.0%,0
105383,gw2965,nodes,COMPLETED,2026-08-05T14:22:57Z,2026-08-05T14:23:00Z,2026-08-05T14:23:01Z,1s,3.0s,6,2.5413s,42.3551%,0.0MB,0.0MB,0.0%,0
105384,gw2965,nodes,COMPLETED,2026-08-05T14:22:58Z,2026-08-05T14:23:00Z,2026-08-05T14:23:01Z,1s,2.0s,6,2.532s,42.2003%,0.0MB,0.0MB,0.0%,0
105385,gw2965,nodes,COMPLETED,2026-08-05T14:22:59Z,2026-08-05T14:23:00Z,2026-08-05T14:23:01Z,1s,1.0s,6,2.557s,42.6159%,0.0MB,0.0MB,0.0%,0
105386,gw2965,nodes,COMPLETED,2026-08-05T14:23:00Z,2026-08-05T14:23:03Z,2026-08-05T14:33:38Z,635s,3.0s,6,2530.1407s,66.4079%,0.0MB,1420.109375MB,0.0%,0
105387,gw2965,nodes,COMPLETED,2026-08-05T14:23:01Z,2026-08-05T14:23:03Z,2026-08-05T14:23:05Z,2s,2.0s,6,2.5947s,21.6225%,0.0MB,0.0MB,0.0%,0
105388,gw2965,nodes,COMPLETED,2026-08-05T14:23:02Z,2026-08-05T14:23:03Z,2026-08-05T14:23:05Z,2s,1.0s,6,2.537s,21.1413%,0.0MB,0.0MB,0.0%,0
105389,gw2965,nodes,COMPLETED,2026-08-05T14:23:03Z,2026-08-05T14:23:06Z,2026-08-05T14:23:08Z,2s,3.0s,6,2.6319s,21.9323%,0.0MB,0.0MB,0.0%,0
105390,gw2965,nodes,COMPLETED,2026-08-05T14:23:04Z,2026-08-05T14:23:06Z,2026-08-05T14:23:08Z,2s,2.0s,6,2.6078s,21.7314%,0.0MB,0.0MB,0.0%,0
105391,gw2965,nodes,COMPLETED,2026-08-05T14:23:05Z,2026-08-05T14:23:06Z,2026-08-05T14:23:08Z,2s,1.0s,6,2.6235s,21.8627%,0.0MB,0.0MB,0.0%,0
105392,gw2965,nodes,COMPLETED,2026-08-05T14:23:06Z,2026-08-05T14:23:09Z,2026-08-05T14:23:12Z,3s,3.0s,6,2.691s,14.9499%,0.0MB,0.0MB,0.0%,0
105393,gw2965,nodes,COMPLETED,2026-08-05T14:23:07Z,2026-08-05T14:23:09Z,2026-08-05T14:23:13Z,4s,2.0s,6,2.9861s,12.4422%,0.0MB,0.0MB,0.0%,0
105394,gw2965,nodes,COMPLETED,2026-08-05T14:23:08Z,2026-08-05T14:23:09Z,2026-08-05T14:23:28Z,19s,1.0s,2,28.9378s,76.1521%,0.0MB,0.0MB,0.0%,0
105395,gw2965,nodes,COMPLETED,2026-08-05T14:23:09Z,2026-08-05T14:23:12Z,2026-08-05T14:23:31Z,19s,3.0s,2,28.4439s,74.8523%,0.0MB,0.0MB,0.0%,0
105396,gw2965,nodes,COMPLETED,2026-08-05T14:23:10Z,2026-08-05T14:23:12Z,2026-08-05T14:23:15Z,3s,2.0s,6,2.9247s,16.2481%,0.0MB,0.0MB,0.0%,0
105397,gw2965,nodes,COMPLETED,2026-08-05T14:23:11Z,2026-08-05T14:23:12Z,2026-08-05T14:23:15Z,3s,1.0s,6,2.9393s,16.3297%,0.0MB,0.0MB,0.0%,0
105398,gw2965,nodes,COMPLETED,2026-08-05T14:23:12Z,2026-08-05T14:23:15Z,2026-08-05T14:23:17Z,2s,3.0s,6,2.8373s,23.6445%,0.0MB,0.0MB,0.0%,0
105399,gw2965,nodes,COMPLETED,2026-08-05T14:23:13Z,2026-08-05T14:23:15Z,2026-08-05T14:23:17Z,2s,2.0s,6,2.8251s,23.5427%,0.0MB,0.0MB,0.0%,0
105400,gw2965,nodes,COMPLETED,2026-08-05T14:23:14Z,2026-08-05T14:23:15Z,2026-08-05T14:23:17Z,2s,1.0s,6,2.8371s,23.6428%,0.0MB,0.0MB,0.0%,0
105401,gw2965,nodes,COMPLETED,2026-08-05T14:23:15Z,2026-08-05T14:23:18Z,2026-08-05T14:23:20Z,2s,3.0s,6,2.8302s,23.5851%,0.0MB,0.0MB,0.0%,0
105402,gw2965,nodes,COMPLETED,2026-08-05T14:23:16Z,2026-08-05T14:23:18Z,2026-08-05T14:23:20Z,2s,2.0s,6,2.7405s,22.8371%,0.0MB,0.0MB,0.0%,0
105403,gw2965,nodes,COMPLETED,2026-08-05T14:23:17Z,2026-08-05T14:23:18Z,2026-08-05T14:23:20Z,2s,1.0s,6,2.871s,23.9249%,0.0MB,0.0MB,0.0%,0
105404,gw2965,nodes,COMPLETED,2026-08-05T14:23:18Z,2026-08-05T14:23:19Z,2026-08-05T14:23:20Z,1s,1.0s,6,2.7542s,45.9033%,0.0MB,0.0MB,0.0%,0
105405,gw2965,nodes,COMPLETED,2026-08-05T14:23:19Z,2026-08-05T14:23:21Z,2026-08-05T14:23:23Z,2s,2.0s,6,1.9519s,16.2655%,0.0MB,0.0MB,0.0%,0
105406,gw2965,nodes,COMPLETED,2026-08-05T14:23:20Z,2026-08-05T14:23:21Z,2026-08-05T14:23:24Z,3s,1.0s,6,1.9508s,10.8378%,0.0MB,0.0MB,0.0%,0
105407,gw2965,nodes,FAILED,2026-08-05T14:23:21Z,2026-08-05T14:23:24Z,2026-08-05T14:23:25Z,1s,3.0s,1,1.48s,147.998%,0.0MB,0.0MB,0.0%,0
105408,gw2965,nodes,FAILED,2026-08-05T14:23:22Z,2026-08-05T14:23:24Z,2026-08-05T14:23:28Z,4s,2.0s,2,9.3795s,117.2442%,0.0MB,0.0MB,0.0%,0
105409,gw2965,nodes,FAILED,2026-08-05T14:23:23Z,2026-08-05T14:23:24Z,2026-08-05T14:23:28Z,4s,1.0s,2,9.3992s,117.4895%,0.0MB,0.0MB,0.0%,0
105410,gw2965,nodes,COMPLETED,2026-08-05T14:23:24Z,2026-08-05T14:23:27Z,2026-08-05T14:23:32Z,5s,3.0s,6,13.1069s,43.6895%,0.0MB,0.0MB,0.0%,0
105411,gw2965,nodes,COMPLETED,2026-08-05T14:23:25Z,2026-08-05T14:23:27Z,2026-08-05T14:24:05Z,38s,2.0s,2,32.176s,42.3369%,0.0MB,21.3828125MB,0.0%,0
105412,gw2965,nodes,COMPLETED,2026-08-05T14:23:26Z,2026-08-05T14:23:27Z,2026-08-05T14:24:01Z,34s,1.0s,2,31.8556s,46.8464%,0.0MB,21.24609375MB,0.0%,0
105413,gw2965,nodes,COMPLETED,2026-08-05T14:23:27Z,2026-08-05T14:23:30Z,2026-08-05T14:24:19Z,49s,3.0s,2,31.6998s,32.3467%,0.0MB,21.125MB,0.0%,0
105414,gw2965,nodes,COMPLETED,2026-08-05T14:23:28Z,2026-08-05T14:23:30Z,2026-08-05T14:24:14Z,44s,2.0s,2,28.4874s,32.3721%,0.0MB,21.5234375MB,0.0%,0
105415,gw2965,nodes,COMPLETED,2026-08-05T14:23:29Z,2026-08-05T14:23:30Z,2026-08-05T14:24:17Z,47s,1.0s,2,29.8222s,31.7257%,0.0MB,21.21484375MB,0.0%,0
105416,gw2965,nodes,COMPLETED,2026-08-05T14:23:30Z,2026-08-05T14:23:33Z,2026-08-05T14:24:24Z,51s,3.0s,2,28.2979s,27.743%,0.0MB,21.4453125MB,0.0%,0
105417,gw2965,nodes,COMPLETED,2026-08-05T14:23:31Z,2026-08-05T14:23:33Z,2026-08-05T14:24:25Z,52s,2.0s,2,28.4191s,27.3261%,0.0MB,20.99609375MB,0.0%,0
105418,gw2965,nodes,COMPLETED,2026-08-05T14:23:32Z,2026-08-05T14:23:33Z,2026-08-05T14:24:24Z,51s,1.0s,2,28.8421s,28.2766%,0.0MB,21.53125MB,0.0%,0
105419,gw2965,nodes,COMPLETED,2026-08-05T14:23:33Z,2026-08-05T14:23:36Z,2026-08-05T14:24:31Z,55s,3.0s,2,30.0097s,27.2816%,0.0MB,1071.546875MB,0.0%,0
105420,gw2965,nodes,COMPLETED,2026-08-05T14:23:34Z,2026-08-05T14:23:36Z,2026-08-05T14:24:33Z,57s,2.0s,2,32.0092s,28.0782%,0.0MB,1070.75MB,0.0%,0
105421,gw2965,nodes,COMPLETED,2026-08-05T14:23:36Z,2026-08-05T14:23:36Z,2026-08-05T14:24:28Z,52s,0.0s,2,28.1167s,27.0353%,0.0MB,1066.41796875MB,0.0%,0
105422,gw2965,nodes,COMPLETED,2026-08-05T14:23:36Z,2026-08-05T14:23:39Z,2026-08-05T14:24:29Z,50s,3.0s,2,30.3654s,30.3654%,0.0MB,1058.57421875MB,0.0%,0
105423,gw2965,nodes,COMPLETED,2026-08-05T14:23:37Z,2026-08-05T14:23:39Z,2026-08-05T14:24:37Z,58s,2.0s,2,30.9197s,26.6549%,0.0MB,1012.1875MB,0.0%,0
105424,gw2965,nodes,COMPLETED,2026-08-05T14:23:38Z,2026-08-05T14:23:39Z,2026-08-05T14:24:35Z,56s,1.0s,2,30.1574s,26.9263%,0.0MB,905.85546875MB,0.0%,0
105425,gw2965,nodes,COMPLETED,2026-08-05T14:23:39Z,2026-08-05T14:23:42Z,2026-08-05T14:24:37Z,55s,3.0s,2,29.7911s,27.0828%,0.0MB,279.1640625MB,0.0%,0
105426,gw2965,nodes,COMPLETED,2026-08-05T14:23:40Z,2026-08-05T14:23:42Z,2026-08-05T14:24:29Z,47s,2.0s,2,30.2146s,32.1432%,0.0MB,1076.078125MB,0.0%,0
105427,gw2965,nodes,COMPLETED,2026-08-05T14:23:42Z,2026-08-05T14:23:42Z,2026-08-05T14:24:41Z,59s,0.0s,2,31.438s,26.6423%,0.0MB,276.87109375MB,0.0%,0
105428,gw2965,nodes,COMPLETED,2026-08-05T14:23:42Z,2026-08-05T14:23:45Z,2026-08-05T14:24:38Z,53s,3.0s,2,31.4622s,29.6813%,0.0MB,277.7265625MB,0.0%,0
105429,gw2965,nodes,COMPLETED,2026-08-05T14:23:43Z,2026-08-05T14:23:45Z,2026-08-05T14:24:38Z,53s,2.0s,2,29.5671s,27.8935%,0.0MB,282.0234375MB,0.0%,0
105430,gw2965,nodes,COMPLETED,2026-08-05T14:23:44Z,2026-08-05T14:23:45Z,2026-08-05T14:24:38Z,53s,1.0s,2,29.9551s,28.2595%,0.0MB,281.65625MB,0.0%,0
105431,gw2965,nodes,COMPLETED,2026-08-05T14:23:45Z,2026-08-05T14:23:48Z,2026-08-05T14:24:43Z,55s,3.0s,2,31.6625s,28.7841%,0.0MB,545.5703125MB,0.0%,0
105432,gw2965,nodes,COMPLETED,2026-08-05T14:23:46Z,2026-08-05T14:23:48Z,2026-08-05T14:24:56Z,68s,2.0s,2,37.4906s,27.5666%,0.0MB,542.94140625MB,0.0%,0
105433,gw2965,nodes,COMPLETED,2026-08-05T14:23:47Z,2026-08-05T14:23:48Z,2026-08-05T14:24:50Z,62s,1.0s,2,36.7575s,29.6431%,0.0MB,544.48828125MB,0.0%,0
105434,gw2965,nodes,COMPLETED,2026-08-05T14:23:48Z,2026-08-05T14:23:49Z,2026-08-05T14:24:55Z,66s,1.0s,2,36.0902s,27.341%,0.0MB,546.21875MB,0.0%,0
105435,gw2965,nodes,FAILED,2026-08-05T14:23:49Z,2026-08-05T14:23:51Z,2026-08-05T14:23:56Z,5s,2.0s,2,9.6138s,96.1382%,0.0MB,0.0MB,0.0%,0
105436,gw2965,nodes,FAILED,2026-08-05T14:23:50Z,2026-08-05T14:23:51Z,2026-08-05T14:23:56Z,5s,1.0s,2,9.4611s,94.611%,0.0MB,0.0MB,0.0%,0
105437,gw2965,nodes,FAILED,2026-08-05T14:23:52Z,2026-08-05T14:23:54Z,2026-08-05T14:24:08Z,14s,2.0s,2,10.8323s,38.6866%,0.0MB,0.0MB,0.0%,0
105438,gw2965,nodes,FAILED,2026-08-05T14:23:53Z,2026-08-05T14:23:54Z,2026-08-05T14:24:08Z,14s,1.0s,2,11.2382s,40.1366%,0.0MB,0.0MB,0.0%,0
105439,gw2965,nodes,FAILED,2026-08-05T14:23:53Z,2026-08-05T14:23:54Z,2026-08-05T14:24:08Z,14s,1.0s,2,10.8843s,38.8726%,0.0MB,0.0MB,0.0%,0
105440,gw2965,nodes,FAILED,2026-08-05T14:23:54Z,2026-08-05T14:23:57Z,2026-08-05T14:24:10Z,13s,3.0s,2,11.6914s,44.9671%,0.0MB,0.0MB,0.0%,0
105441,gw2965,nodes,FAILED,2026-08-05T14:23:56Z,2026-08-05T14:23:57Z,2026-08-05T14:24:09Z,12s,1.0s,2,11.3683s,47.3677%,0.0MB,0.0MB,0.0%,0
105442,gw2965,nodes,FAILED,2026-08-05T14:23:57Z,2026-08-05T14:23:57Z,2026-08-05T14:24:10Z,13s,0.0s,2,11.7173s,45.0664%,0.0MB,0.0MB,0.0%,0
105443,gw2965,nodes,FAILED,2026-08-05T14:23:57Z,2026-08-05T14:24:00Z,2026-08-05T14:24:10Z,10s,3.0s,2,10.8234s,54.1168%,0.0MB,0.0MB,0.0%,0
105444,gw2965,nodes,COMPLETED,2026-08-05T14:23:59Z,2026-08-05T14:24:00Z,2026-08-05T14:24:17Z,17s,1.0s,1,2.5592s,15.0543%,0.0MB,0.0MB,0.0%,0
105445,gw2965,nodes,FAILED,2026-08-05T14:24:00Z,2026-08-05T14:24:00Z,2026-08-05T14:24:10Z,10s,0.0s,2,11.0405s,55.2025%,0.0MB,0.0MB,0.0%,0
105446,gw2965,nodes,COMPLETED,2026-08-05T14:24:01Z,2026-08-05T14:24:03Z,2026-08-05T14:25:38Z,95s,2.0s,2,88.1346s,46.3866%,0.0MB,1860.1171875MB,0.0%,0
105447,gw2965,nodes,CANCELLED,2026-08-05T15:02:03Z,2026-08-05T15:02:03Z,2026-08-05T16:47:58Z,6355s,0.0s,8,107.3073s,0.2111%,0.0MB,1557.98828125MB,0.0%,0
105448,gw2965,nodes,COMPLETED,2026-08-05T15:02:17Z,2026-08-05T15:02:17Z,2026-08-05T15:02:46Z,29s,0.0s,2,26.8225s,46.2456%,0.0MB,0.0MB,0.0%,0
105449,gw2965,nodes,COMPLETED,2026-08-05T15:02:17Z,2026-08-05T15:02:17Z,2026-08-05T15:02:46Z,29s,0.0s,2,27.0637s,46.6616%,0.0MB,0.0MB,0.0%,0
105450,gw2965,nodes,COMPLETED,2026-08-05T15:02:22Z,2026-08-05T15:02:22Z,2026-08-05T15:02:54Z,32s,0.0s,2,34.3622s,53.6909%,0.0MB,22.18359375MB,0.0%,0
105451,gw2965,nodes,COMPLETED,2026-08-05T15:02:22Z,2026-08-05T15:02:25Z,2026-08-05T15:02:56Z,31s,3.0s,2,30.878s,49.8032%,0.0MB,21.15625MB,0.0%,0
105452,gw2965,nodes,COMPLETED,2026-08-05T15:02:23Z,2026-08-05T15:02:25Z,2026-08-05T15:02:56Z,31s,2.0s,2,30.7445s,49.588%,0.0MB,21.28515625MB,0.0%,0
105453,gw2965,nodes,COMPLETED,2026-08-05T15:02:24Z,2026-08-05T15:02:25Z,2026-08-05T15:02:28Z,3s,1.0s,1,1.4875s,49.5818%,0.0MB,0.0MB,0.0%,0
105454,gw2965,nodes,COMPLETED,2026-08-05T15:02:25Z,2026-08-05T15:02:25Z,2026-08-05T15:02:56Z,31s,0.0s,2,30.2675s,48.8185%,0.0MB,21.26953125MB,0.0%,0
105455,gw2965,nodes,COMPLETED,2026-08-05T15:02:26Z,2026-08-05T15:02:28Z,2026-08-05T15:03:01Z,33s,2.0s,2,29.0675s,44.0417%,0.0MB,1165.23828125MB,0.0%,0
105456,gw2965,nodes,COMPLETED,2026-08-05T15:02:27Z,2026-08-05T15:02:28Z,2026-08-05T15:03:00Z,32s,1.0s,2,29.35s,45.8594%,0.0MB,1083.5859375MB,0.0%,0
105457,gw2965,nodes,COMPLETED,2026-08-05T15:02:28Z,2026-08-05T15:02:28Z,2026-08-05T15:03:04Z,36s,0.0s,2,30.9038s,42.9219%,0.0MB,1184.890625MB,0.0%,0
105458,gw2965,nodes,COMPLETED,2026-08-05T15:02:29Z,2026-08-05T15:02:31Z,2026-08-05T15:02:58Z,27s,2.0s,2,20.0761s,37.178%,0.0MB,0.0MB,0.0%,0
105459,gw2965,nodes,COMPLETED,2026-08-05T15:02:30Z,2026-08-05T15:02:31Z,2026-08-05T15:02:58Z,27s,1.0s,2,20.0517s,37.1327%,0.0MB,0.0MB,0.0%,0
105460,gw2965,nodes,COMPLETED,2026-08-05T15:02:31Z,2026-08-05T15:02:31Z,2026-08-05T15:03:58Z,87s,0.0s,2,83.1105s,47.7647%,0.0MB,1965.8046875MB,0.0%,0
105461,gw2965,nodes,COMPLETED,2026-08-05T15:02:32Z,2026-08-05T15:02:34Z,2026-08-05T15:02:51Z,17s,2.0s,1,13.2992s,78.2306%,0.0MB,0.0MB,0.0%,0
105462,gw2965,nodes,CANCELLED,2026-08-05T15:02:38Z,2026-08-05T15:02:38Z,2026-08-05T16:47:59Z,6321s,0.0s,1,6288.0352s,99.4785%,0.0MB,27666.6484375MB,0.0%,0
105463,gw2965,nodes,COMPLETED,2026-08-05T15:03:06Z,2026-08-05T15:03:06Z,2026-08-05T15:04:13Z,67s,0.0s,2,76.3475s,56.9758%,0.0MB,1852.06640625MB,0.0%,0
105464,gw2965,nodes,COMPLETED,2026-08-05T15:03:06Z,2026-08-05T15:03:06Z,2026-08-05T15:04:19Z,73s,0.0s,2,82.7189s,56.6568%,0.0MB,1910.22265625MB,0.0%,0
105465,gw2965,nodes,COMPLETED,2026-08-05T15:03:07Z,2026-08-05T15:03:09Z,2026-08-05T15:08:17Z,308s,2.0s,6,1506.105s,81.4992%,0.0MB,1566.4609375MB,0.0%,0
105466,gw2965,nodes,COMPLETED,2026-08-05T15:08:20Z,2026-08-05T15:08:21Z,2026-08-05T15:52:19Z,2638s,1.0s,10,11670.3897s,44.2395%,0.0MB,6452.9765625MB,0.0%,0
105467,gw2965,nodes,COMPLETED,2026-08-05T15:52:20Z,2026-08-05T15:52:22Z,2026-08-05T15:57:49Z,327s,2.0s,6,1923.8204s,98.054%,0.0MB,892.3515625MB,0.0%,0
105468,gw2965,nodes,COMPLETED,2026-08-05T15:57:50Z,2026-08-05T15:57:52Z,2026-08-05T15:58:12Z,20s,2.0s,2,30.3617s,75.9043%,0.0MB,0.0MB,0.0%,0
105469,gw2965,nodes,COMPLETED,2026-08-05T15:58:15Z,2026-08-05T15:58:15Z,2026-08-05T15:58:26Z,11s,0.0s,2,23.0588s,104.8128%,0.0MB,0.0MB,0.0%,0
105470,gw2965,nodes,COMPLETED,2026-08-05T15:58:30Z,2026-08-05T15:58:31Z,2026-08-05T15:58:34Z,3s,1.0s,1,14.7189s,490.6307%,0.0MB,0.0MB,0.0%,0
105471,gw2965,nodes,COMPLETED,2026-08-05T15:58:30Z,2026-08-05T15:58:31Z,2026-08-05T16:09:10Z,639s,1.0s,2,1275.8033s,99.8281%,0.0MB,158.515625MB,0.0%,0
105472,gw2965,nodes,COMPLETED,2026-08-05T16:09:10Z,2026-08-05T16:09:12Z,2026-08-05T16:09:14Z,2s,2.0s,1,1.4634s,73.1711%,0.0MB,0.0MB,0.0%,0
105473,gw2965,nodes,COMPLETED,2026-08-05T16:09:15Z,2026-08-05T16:09:15Z,2026-08-05T16:09:20Z,5s,0.0s,1,12.4442s,248.8844%,0.0MB,0.0MB,0.0%,0
105474,gw2965,nodes,COMPLETED,2026-08-05T16:09:20Z,2026-08-05T16:09:23Z,2026-08-05T16:09:27Z,4s,3.0s,1,15.309s,382.7244%,0.0MB,0.0MB,0.0%,0
105475,gw2965,nodes,COMPLETED,2026-08-05T16:09:20Z,2026-08-05T16:09:23Z,2026-08-05T16:09:28Z,5s,3.0s,1,11.855s,237.0993%,0.0MB,0.0MB,0.0%,0
105476,gw2965,nodes,COMPLETED,2026-08-05T16:09:30Z,2026-08-05T16:09:33Z,2026-08-05T16:10:21Z,48s,3.0s,1,58.6753s,122.2401%,0.0MB,389.7421875MB,0.0%,0
105477,gw2965,nodes,COMPLETED,2026-08-05T16:09:30Z,2026-08-05T16:09:33Z,2026-08-05T16:10:24Z,51s,3.0s,1,58.9102s,115.5103%,0.0MB,389.5MB,0.0%,0
105478,gw2965,nodes,COMPLETED,2026-08-05T16:09:31Z,2026-08-05T16:09:33Z,2026-08-05T16:09:43Z,10s,2.0s,1,15.6465s,156.4654%,0.0MB,0.0MB,0.0%,0
105479,gw2965,nodes,COMPLETED,2026-08-05T16:09:32Z,2026-08-05T16:09:33Z,2026-08-05T16:09:39Z,6s,1.0s,1,11.2195s,186.9912%,0.0MB,0.0MB,0.0%,0
105480,gw2965,nodes,CANCELLED,2026-08-05T16:09:33Z,2026-08-05T16:09:33Z,2026-08-05T16:47:59Z,2306s,0.0s,10,20897.0323s,90.6203%,0.0MB,7410.765625MB,0.0%,0
105481,gw2965,nodes,CANCELLED,2026-08-05T16:09:34Z,2026-08-05T16:09:36Z,2026-08-05T16:47:59Z,2303s,2.0s,10,21116.0309s,91.6892%,0.0MB,7412.21484375MB,0.0%,0
105482,gw2965,nodes,COMPLETED,2026-08-05T16:09:35Z,2026-08-05T16:09:36Z,2026-08-05T16:36:05Z,1589s,1.0s,10,14783.3328s,93.0354%,0.0MB,7073.9609375MB,0.0%,0
105483,gw2965,nodes,COMPLETED,2026-08-05T16:09:40Z,2026-08-05T16:09:42Z,2026-08-05T16:10:23Z,41s,2.0s,1,65.0531s,158.6661%,0.0MB,100.12109375MB,0.0%,0
105484,gw2965,nodes,COMPLETED,2026-08-05T16:09:40Z,2026-08-05T16:09:42Z,2026-08-05T16:09:53Z,11s,2.0s,1,15.5503s,141.3666%,0.0MB,0.0MB,0.0%,0
105485,gw2965,nodes,FAILED,2026-08-05T16:36:05Z,2026-08-05T16:36:05Z,2026-08-05T16:36:33Z,28s,0.0s,1,40.0945s,143.1948%,0.0MB,0.0MB,0.0%,0
105486,gw2965,nodes,CANCELLED,2026-08-05T16:48:06Z,2026-08-05T16:48:07Z,2026-08-05T19:00:25Z,7938s,1.0s,8,114.306s,0.18%,0.0MB,1565.23046875MB,0.0%,0
105487,gw2965,nodes,CANCELLED,2026-08-05T16:48:27Z,2026-08-05T16:48:27Z,2026-08-05T19:00:27Z,7920s,0.0s,1,6783.0349s,85.6444%,0.0MB,29671.25MB,0.0%,0
105488,gw2965,nodes,COMPLETED,2026-08-05T16:48:28Z,2026-08-05T16:48:29Z,2026-08-05T17:27:14Z,2325s,1.0s,10,22028.37s,94.7457%,0.0MB,7415.68359375MB,0.0%,0
105489,gw2965,nodes,COMPLETED,2026-08-05T16:48:28Z,2026-08-05T16:48:29Z,2026-08-05T17:26:09Z,2260s,1.0s,10,21378.737s,94.5962%,0.0MB,7410.39453125MB,0.0%,0
105490,gw2965,nodes,COMPLETED,2026-08-05T17:27:20Z,2026-08-05T17:27:20Z,2026-08-05T17:27:56Z,36s,0.0s,1,63.6765s,176.8792%,0.0MB,21.515625MB,0.0%,0
105491,gw2965,nodes,COMPLETED,2026-08-05T17:27:59Z,2026-08-05T17:28:00Z,2026-08-05T17:28:45Z,45s,1.0s,1,92.8032s,206.2293%,0.0MB,322.3828125MB,0.0%,0
105492,gw2965,nodes,COMPLETED,2026-08-05T17:28:49Z,2026-08-05T17:28:50Z,2026-08-05T17:29:38Z,48s,1.0s,1,79.4321s,165.4835%,0.0MB,370.1953125MB,0.0%,0
105493,gw2965,nodes,COMPLETED,2026-08-05T17:28:49Z,2026-08-05T17:28:50Z,2026-08-05T17:28:51Z,1s,1.0s,1,0.7498s,74.9795%,0.0MB,0.0MB,0.0%,0
105494,gw2965,nodes,COMPLETED,2026-08-05T17:28:50Z,2026-08-05T17:28:53Z,2026-08-05T17:31:51Z,178s,3.0s,1,277.807s,156.0713%,0.0MB,387.8203125MB,0.0%,0
105495,gw2965,nodes,COMPLETED,2026-08-05T17:28:51Z,2026-08-05T17:28:53Z,2026-08-05T17:29:40Z,47s,2.0s,1,64.5065s,137.2479%,0.0MB,369.28125MB,0.0%,0
105496,gw2965,nodes,COMPLETED,2026-08-05T17:28:52Z,2026-08-05T17:28:53Z,2026-08-05T17:29:47Z,54s,1.0s,1,74.2867s,137.568%,0.0MB,390.16015625MB,0.0%,0
105497,gw2965,nodes,COMPLETED,2026-08-05T17:28:53Z,2026-08-05T17:28:56Z,2026-08-05T17:29:01Z,5s,3.0s,1,8.0699s,161.3986%,0.0MB,0.0MB,0.0%,0
105498,gw2965,nodes,COMPLETED,2026-08-05T17:29:04Z,2026-08-05T17:29:05Z,2026-08-05T17:29:14Z,9s,1.0s,1,14.194s,157.7111%,0.0MB,0.0MB,0.0%,0
105499,gw2965,nodes,COMPLETED,2026-08-05T17:29:39Z,2026-08-05T17:29:42Z,2026-08-05T17:30:33Z,51s,3.0s,1,65.366s,128.1686%,0.0MB,341.7578125MB,0.0%,0
105500,gw2965,nodes,COMPLETED,2026-08-05T17:29:44Z,2026-08-05T17:29:45Z,2026-08-05T17:38:37Z,532s,1.0s,6,1492.0873s,46.7446%,0.0MB,1228.05078125MB,0.0%,0
105501,gw2965,nodes,COMPLETED,2026-08-05T17:29:44Z,2026-08-05T17:29:45Z,2026-08-05T17:32:18Z,153s,1.0s,1,254.6645s,166.4474%,0.0MB,415.0546875MB,0.0%,0
105502,gw2965,nodes,COMPLETED,2026-08-05T17:30:34Z,2026-08-05T17:30:37Z,2026-08-05T17:31:47Z,70s,3.0s,1,77.9501s,111.3572%,0.0MB,329.89453125MB,0.0%,0
105503,gw2965,nodes,COMPLETED,2026-08-05T17:30:34Z,2026-08-05T17:30:37Z,2026-08-05T17:31:55Z,78s,3.0s,1,77.7351s,99.6604%,0.0MB,315.48046875MB,0.0%,0
105504,gw2965,nodes,COMPLETED,2026-08-05T17:30:35Z,2026-08-05T17:30:37Z,2026-08-05T17:31:38Z,61s,2.0s,1,73.5482s,120.5708%,0.0MB,330.375MB,0.0%,0
105505,gw2965,nodes,COMPLETED,2026-08-05T17:31:39Z,2026-08-05T17:31:42Z,2026-08-05T17:32:46Z,64s,3.0s,1,75.1205s,117.3758%,0.0MB,359.21484375MB,0.0%,0
